accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date
ERS1304461,barley soil sample S14B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304462,barley soil sample S14M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304463,barley soil sample S14T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304464,barley soil sample S15B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304465,barley soil sample S15M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304466,barley soil sample S15T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304467,barley soil sample S16B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304468,barley soil sample S16M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304469,barley soil sample S16T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304470,barley soil sample S17B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304471,barley soil sample S17M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304472,barley soil sample S17T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304473,barley soil sample S18B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304474,barley soil sample S18M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304475,barley soil sample S18T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304476,barley soil sample S19B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304477,barley soil sample S19M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304478,barley soil sample S19T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304479,barley soil sample S1B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304480,barley soil sample S1M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304481,barley soil sample S1T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304482,barley soil sample S20B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304483,barley soil sample S20M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304484,barley soil sample S20T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304485,barley soil sample S21B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304486,barley soil sample S21M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304487,barley soil sample S21T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304488,barley soil sample S22B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304489,barley soil sample S22M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304490,barley soil sample S22T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304491,barley soil sample S23B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304492,barley soil sample S23M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304493,barley soil sample S24B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304494,barley soil sample S24M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304495,barley soil sample S24T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304496,barley soil sample S25B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304497,barley soil sample S25M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304498,barley soil sample S25T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304499,barley soil sample S26B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304500,barley soil sample S26M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304501,barley soil sample S26T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304502,barley soil sample S27B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304503,barley soil sample S27M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304504,barley soil sample S27T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304505,barley soil sample S28B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304506,barley soil sample S28M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304507,barley soil sample S28T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304508,barley soil sample S29B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304509,barley soil sample S29M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304510,barley soil sample S29T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304511,barley soil sample S2B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304512,barley soil sample S2M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304513,barley soil sample S2T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304514,barley soil sample S30B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304515,barley soil sample S30M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304516,barley soil sample S30T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304517,barley soil sample S3B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304518,barley soil sample S3M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304519,barley soil sample S3T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304520,barley soil sample S4B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304521,barley soil sample S4M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304522,barley soil sample S4T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304523,barley soil sample S5B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304524,barley soil sample S5M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304525,barley soil sample S5T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304526,barley soil sample S6B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304527,barley soil sample S6M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304528,barley soil sample S6T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304529,barley soil sample S7B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304530,barley soil sample S7M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304531,barley soil sample S7T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304532,barley soil sample S8B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304533,barley soil sample S8M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304534,barley soil sample S8T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304535,barley soil sample S9B,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304536,barley soil sample S9M,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304537,barley soil sample S9T,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304538,barley soil sample SBB1,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304539,barley soil sample SBB2,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304540,barley soil sample SBM1,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304541,barley soil sample SBM2,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304542,barley soil sample SBT1,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304543,barley soil sample SBT2,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304544,barley soil sample Soil.NIL.100.N.10.1,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304545,barley soil sample Soil.NIL.100.N.10.2,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304546,barley soil sample Soil.NIL.100.N.10.3,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304547,barley soil sample Soil.NIL.100.N.14.1,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304548,barley soil sample Soil.NIL.100.N.14.2,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304549,barley soil sample Soil.NIL.100.N.14.3,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304550,barley soil sample Soil.NIL.100.N.22.1,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304551,barley soil sample Soil.NIL.100.N.22.2,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1304552,barley soil sample Soil.NIL.100.N.22.3,153.417,-28.833,GAZ:Australia,MGYS00003922,cropland biome,cultivated habitat,soil,unknown,
ERS1325235,kernen 1120,106.67,52.1332,Canada,MGYS00001253,field soil,soil,soil,metagenomic,
ERS1325236,kernen 1130,106.67,52.1332,Canada,MGYS00001253,field soil,soil,soil,metagenomic,
ERS1355159,qiita_sid_659:659.NZFACE.R1.Browntop,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355160,qiita_sid_659:659.NZFACE.R1.Ryegrass.26.4,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355161,qiita_sid_659:659.NZFACE.R1.control.19.4,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355162,qiita_sid_659:659.NZFACE.R1.warm,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355163,qiita_sid_659:659.NZFACE.R2.Browntop,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355164,qiita_sid_659:659.NZFACE.R2.Ryegrass.24.4,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355165,qiita_sid_659:659.NZFACE.R2.control.23.4,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355166,qiita_sid_659:659.NZFACE.R2.warm,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355167,qiita_sid_659:659.NZFACE.R3.Browntop,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355168,qiita_sid_659:659.NZFACE.R3.Ryegrass.19.7,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355169,qiita_sid_659:659.NZFACE.R3.control.19.4,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355170,qiita_sid_659:659.NZFACE.R3.warm,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355171,qiita_sid_659:659.NZFACE.R4.Browntop,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355172,qiita_sid_659:659.NZFACE.R4.Ryegrass.16.4,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355173,qiita_sid_659:659.NZFACE.R4.control.19.8,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355174,qiita_sid_659:659.NZFACE.R4.warm,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355175,qiita_sid_659:659.NZFACE.R5.Browntop,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355176,qiita_sid_659:659.NZFACE.R5.Ryegrass,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355177,qiita_sid_659:659.NZFACE.R5.control,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355178,qiita_sid_659:659.NZFACE.R5.warm,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355179,qiita_sid_659:659.NZFACE.R6.Browntop,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355180,qiita_sid_659:659.NZFACE.R6.Ryegrass,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355181,qiita_sid_659:659.NZFACE.R6.control,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1355182,qiita_sid_659:659.NZFACE.R6.warm,175.267,-40.017,GAZ:New Zealand,MGYS00003772,cropland biome,pasture,soil,unknown,
ERS1359784,qiita_sid_864:864.1.CON.addV.addG.noW.A.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359785,qiita_sid_864:864.1.CON.addV.addG.noW.B.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359786,qiita_sid_864:864.1.CON.addV.noG.noW.A.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359787,qiita_sid_864:864.1.CON.addV.noG.noW.B.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359788,qiita_sid_864:864.1.OTC.addV.addG.noW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359789,qiita_sid_864:864.1.OTC.addV.noG.noW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359790,qiita_sid_864:864.10.CON.addV.noG.addW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359791,qiita_sid_864:864.10.CON.addV.noG.noW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359792,qiita_sid_864:864.10.CON.addV.noW.Fes.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359793,qiita_sid_864:864.10.CON.addV.noW.Leg.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359794,qiita_sid_864:864.10.CON.addV.noW.Pot.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359795,qiita_sid_864:864.10.CON.addV.noW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359796,qiita_sid_864:864.10.OTC.addV.noG.addW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359797,qiita_sid_864:864.10.OTC.addV.noG.noW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359798,qiita_sid_864:864.11.CON.addV.noG.addW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359799,qiita_sid_864:864.11.CON.addV.noG.noW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359800,qiita_sid_864:864.11.CON.addV.noW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
ERS1359801,qiita_sid_864:864.11.OTC.addV.noG.addW.lane2.NoIndex,100.772,51.024,GAZ:Mongolia;Mongolia:Khank,MGYS00003853,montane grassland biome,steppe soil,soil,unknown,
